user,jobdescription
job description for the position of oracle dba,"Required skills: Oracle DBA Experience Required: 5 To 10years Notice period: 10-15 days Job Location: Chennai, Salary: Not Disclosed by Recruiter Industry: Recruitment / Staffing Functional Area: IT Software - DBA , Datawarehousing Role Category:Admin/Maintenance/Security/Datawarehousing Role:DBA Keyskills Database Administration Oracle DBA DBA Desired Candidate Profile  Education- UG: Any Graduate - Any Specialization Company Profile: Confidential Confidential Download PPT Photo 1  View Contact Details"
job description for the position of enterprise application advisor,"Hi, This is regarding a position for Enterprise Application Advisor with our direct client located in Bangalore and Hyderabad. If you are interested in this opportunity, kindly respond ASAP with your updated resume and the details mentioned below. We will be glad to represent your resume to our client and help you in your job search. Job Title: Enterprise Application Advisor Location: Hyderabad and Bangalore Preferences Bachelor of Engineering or Master of Computer Applications 6-10 years of experience in SQL Server/Oracle, Stored Procedures, Triggers, Database performance tuning, Database administration (optional) Strong understanding and extensive experience: o Experience with web service integrations (SOAP, WSDL, XML). o Working knowledge of XSLT. o Workday Integration tool kit Core Connectors, EIBs, Report designer & Studio. o Experience with iterative or agile software development methodologies Designing and developing the solution using the Workday Integration Tool Kit - Core Connectors, EIBs, Document Transforms, and Workday Studio. Understands business requirements, configures the solution, develops prototype systems and assists with testing. Please respond with the following details: Current Salary: Expected Salary: Best time to call: Contact Number: Preferred Locations: Notice Period: *If you are not comfortable or interested in this job opening, please feel free to forward this to others, whom you know may be a great fit for this position or you can simply ignore this e-mail. If you prefer to not be contacted by VARITE India for any future opportunities, kindly respond by writing Remove in the subject line. Please feel free to contact me anytime to discuss further on this opportunity and I look forward to assisting you in finding your next assignment. Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Client/Server Programming Role Category:Programming & Design Role:Team Lead/Technical Lead Keyskills SQL Oracle Stored Procedures SOAP Integration tool Studio Report designer EIBs Connectors XSLT WSDL XML Desired Candidate Profile 1) Looking for Immediate joiner.(or mam 15 days not more than that) Education- UG: B.Tech/B.E. - Any Specialization Company Profile: Varite India Pvt. Ltd. Leading IT MNC About VARITE VARITE is a global staffing and IT consulting company providing technical consulting and team augmentation services to Fortune 1000 Companies in USA, CANADA and INDIA. VARITE is currently a primary and direct vendors to the leading corporations in the verticals of Networking, Cloud Infrastructure, Hardware and Software, Digital Marketing and Media Solutions, Clinical Diagnostics, Utilities, Gaming and Entertainment, and Financial Services. Download PPT Photo 1  View Contact Details"
job description for the position of sr technical lead with a product based company,"Looking for the candidates who have experience in Avaya products and good to have knowledge in Verint products (Verint Recording Server), should have experience in troubleshooting. Good to have knowledge in WFO (work flow optimisation). This is for permanent position with the product based company for Bangalore location. Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming & Design Role:Team Lead/Technical Lead Keyskills Verint Technical Lead Avaya products Verint Recording Server Troubleshooting Desired Candidate Profile  Education- UG: Any Graduate - Any Specialization Company Profile: Confidential Confidential Download PPT Photo 1  View Contact Details"
job description for the position of medical coding are you ready whatsapp yogam bpo,"ARE YOU READY TO DO SOMETHING EXCITING? WE TRANSFORM THE JOB YOU DREAMED ABOUT BECAUSE IT IS BOUND TO BECOME A REALITY. INDIA'S BEST INTEGRATED SERVICE PROVIDER FOR JOBS & CAREERS IN HEALTHCARE. ASK YOUR QUERIES@ 09840338044, 09094040533, 07299088801 Salary:INR 2,00,000 - 3,00,000 P.A. BEST IN Industry [ Salary WITH Performance Incentives ] Medical Coding JOBS @ Chennai, Hyderabad, Bangalore, Mumbai, Pune, Delhi, Noida, Gurgaon, Kolkata, Trivandrum, Coimbatore, Salem, Vellore, Trichy, Madurai, Tirunelveli, Villupuram, UAE, S.arabia Industry: Medical / Healthcare / Hospitals Functional Area: Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology Role Category:Medical Professional Role:Intern Keyskills MEDICAL CODING MEDICAL CODER CLINICAL RESEARCH MEDICAL TRANSCRIPTION NURSING PHARMA LIFESCIENCES BDS BHMS BAMS BSMS MICROBIOLOGY BIOTECH BIO CHEMISTRY BIO MEDICAL ZOOLOGY PHYSIOTHERAPY ICD - 10 CPT CPC HIPAA HCPCS Desired Candidate Profile TRUST WITH RELIABILITY! ONLY THE YOGAM GENUINE RECRUITING METHOD PROTECTS YOU AS IT IS CUSTOM MADE & DESIGNED TO RE-SKILL YOU FOR EMPLOY-ABILITY. WhatsApp @ 09789004777 DIAL-07397245315, 09789949099, 09094040533, 09840338044, 09789013333,09952996611 Education- UG: B.Tech/B.E. - Bio-Chemistry/Bio-Technology, Biomedical, Other Specialization, B.Sc - Bio-Chemistry, Biology, Dairy Technology, Food Technology, Home science, Microbiology, Nursing, Zoology, Other Specialization, Diploma - Other Specialization, BDS - Dentistry, B.Pharma - Pharmacy, BVSC - Veterinary Science, MBBS - Medicine, Other Graduate PG:M.Tech - Bio-Chemistry/Bio-Technology, Biomedical, Other Engineering, MS/M.Sc(Science) - Bio-Chemistry, Biology, Dairy Technology, Food Technology, Home science, Microbiology, Nursing, Zoology, Other, M.Pharma - Pharmacy, Medical-MS/MD - Cardiology, Dermatology, ENT, General Practitioner, Gyneocology, Hepatology, Immunology, Microbiology, Neonatal, Nephrology, Urology, Obstretrics, Oncology, Opthalmology, Orthopaedic, Pathology, Pediatrics, Psychiatry, psychology, Radiology, Rheumatology, Other, MVSC - Veterinary Science Doctorate:M.Phil. - Bio-Chemistry/Bio-Technology, Biomedical, Biotechnology, Medicine, Microbiology, Pharmacy, Ph.D - Biomedical, Bio-Chemistry/Bio-Technology, Biotechnology, Medicine, Microbiology, Pharmacy Company Profile: YOGAM BPO YOGAM BPO-CHENNAI [MADIPAKKAM] 51, C M Complex, MADIPAKKAM, Opp.Kumaran Theater, CHENNAI - 600 091 YOGAM BPO-CHENNAI [TAMBARAM] 306, Mudichur Road, Opp. Hotel Lions India, Near Pizza Corner, WEST TAMBARAM, CHENNAI - 600 045 09789949099 Download PPT Photo 1  View Contact Details"
job description for the position of mcsa mcse exchange sever trainer jayanagar,"* Training students on various platforms of Hardware & Networking, MCSA, MCSE and Exc Server. * Should have Good Presentation Skills. *Should have skills to give corporate training. * Need to give perfect demo class to a students Salary:INR 1,50,000 - 2,25,000 P.A. Incentives Industry: Education / Teaching / Training Functional Area: Teaching , Education , Training , Counselling Role Category:Teachers Role:Trainer Keyskills Trainer IT - Hardware & Networking MCSA MCSE Exchange Server VMWare Desired Candidate Profile Please refer to the Job description above Education- PG:Any Postgraduate - Any Specialization Doctorate:Doctorate Not Required Company Profile: Emind Technologies - Jayanagar Emind Technologies a solid Name in Hardware & Networking Industry with around 20 Years of Legacy , trained thousands of Students of Networking Technologies. Download PPT Photo 1  View Contact Details"
job description for the position of customer support executive call center bpo dayshift day shift,"Hiring for MNC BPO, UK, US and Day shift 2 way cab. One day interview process... just 2 rounds of interview... SPOT OFFER... Process :  (Voice - Non Voice) Designation : Customer Support Executive , Sr.Customer support executive. Process : Banking and collections Customer Support , International Banking Process, Insurance , Accounts Process, Medical Billing Process. Sal : Fresher sal 20K, Experience sal up to 4 L. Process Name : Technical Support Officer, Designation : Technical Support Executive Process : Technical Support , IT Help Desk, Trouble Shooting, Hardware and Networking Process, SME Process. Sal : Fresher sal 20K, Experience sal up to 4 L. Work Location : Bangalore Salary Package : up to 3.5Lpa. Cab Services : Free Pick & Drop Rounds of Interviews : HR Round / Manager Round Engaged in handling calls of Enterprise & different business units (Internal & External) Provide World Class Customer Service. End to Transaction of Reports. Need to maintain Accuracy in Reports. Ability to work effectively in a team environment. Pleasant, professional, and courteous personality. Excellent verbal and written communication skills. Strong administrative skills: organized, efficient and versatile. Strong customer service approach to dealing with people at all levels internal and external. Skills Rotational Shifts Graduates or Undergraduates fresher or with BPO Experience (0-10yrs) Immediate joiners. Salary:INR 2,00,000 - 3,00,000 P.A. Best in the industry + Incentives + NSA Industry: BPO / Call Centre / ITES Functional Area: ITES , BPO , KPO , LPO , Customer Service , Operations Role Category:Voice Role:Associate/Senior Associate -(Technical) Keyskills Call Centre call center bpo customer support executive customer service executive customer care executive call center bpo bpo call center technical support engineer technical support executive CSR CSE Bpo Non Voice Desired Candidate Profile Desired Candidate Profile *Possess good analytical skills - detail oriented *Possess good communication skills, both oral and written *Have a good attitude - should be committed to the work Education- UG: Any Graduate - Any Specialization, Any Specialization, Any Specialization PG:Any Postgraduate, Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Any Specialization, Any Specialization, Doctorate Not Required Company Profile: Black and White Business Solutions Pvt Ltd Client of Black and white Busiess solutions Incorporated in 2006, Black & White Business Solutions Pvt Ltd has been the training and staffing industry""s leader and innovator, and today, has evolved as a premier provider of manpower for some of the fortune 500 companies for their junior/middle & executive talent management staffing needs. We work with our clients hand on hand to overcome the challenges they face in attracting / interviewing and retaining Junior / Middle & Top Management professionals, Black & White recruitment services range from executive, corporate governance, Top Management, ITES, IT and Non IT industries. Download PPT Photo 1  View Contact Details"
job description for the position of qa qc engineer salarpuria sattva,"About Salarpuria Sattva: Founded in 1986 with the primary focus of developing high quality constructions, the Group has attained leadership positioning in the field and is one of the most preferred brands in the country today. Having pioneered the early development landscape in Bangalore and literally shaping the city's skyline since the mid-80s, the Group has a diverse portfolio of world-class IT Parks, commercial, residential, hospitality and retail properties. The Salarpuria Sattva Group is one among the leading names in the construction Industry today. We are recognized as one of the most ""trusted"" builders in India. Our credentials are reflected in our being recognized by CRISIL as an ""A"" Stable Rated Company. Very few builders in India share this enviable tag with us. Our credibility is reinforced by prestigious national recognition through the Awards that we have received in recent times including NDTV Award for Best Premium Property, the ET Award for Best Residential Development, the CNBC AWAAZ Award for Best Residential and Commercial Properties as well as the CNBC AWAAZ Award in recognition of our contribution to the building industry. Job Profile: Develop QA/QC Manuals and Check List. Develop Work Procedures. Set-up QA/QC Organization for effective Quality Management Monitoring project QA/QC activities during the Construction Phase. Setting up and monitoring quality systems including Quality Control Procedures and plans for civil Construction project. Supervising a multi-discipline team of QC Engineers/ Inspectors on site including a site Civil Materials Testing Laboratory. Perform internal quality audits. Conduct Regular Training in QA-QC practice to Engineers and Technicians. Handle all quality issues with project management. Identify new materials, technologies and work procedures for quality improvement. Responsible for implementing quality assurance/ quality control procedures for on-site activities & perform inspection functions from initial stage to finishing of work Ensure all materials meet the contract specifications candidates may forward your updated profile to Hr@sattvagroup.in & Nibedita.goth@sattvagroup.in Salary: Not Disclosed by Recruiter Industry: Real Estate / Property Functional Area: Production , Manufacturing , Maintenance Role Category:Production/Manufacturing/Maintenance Role:Quality Assurance/Quality Control Manager Keyskills QA QC Engineer Desired Candidate Profile Please refer to the Job description above Education- UG: B.Tech/B.E. - Civil Company Profile: Greenage Griha Nirmaan Pvt Ltd. Founded in 1986 with the primary focus of developing high quality constructions, the Group has attained leadership positioning in the field and is one of the most preferred brands in the country today. Having pioneered the early development landscape in Bangalore and literally shaping the city's skyline since the mid-80s, the Group has a diverse portfolio of world-class IT Parks, commercial, residential, hospitality and retail properties. The Salarpuria Sattva Group is one among the leading names in the construction Industry today. We are recognized as one of the most ""trusted"" builders in India. Our credentials are reflected in our being recognized by CRISIL as an ""A"" Stable Rated Company. Very few builders in India share this enviable tag with us. Our credibility is reinforced by prestigious national recognition through the Awards that we have received in recent times including NDTV Award for Best Premium Property, the ET Award for Best Residential Development, the CNBC AWAAZ Award for Best Residential and Commercial Properties as well as the CNBC AWAAZ Award in recognition of our contribution to the building industry. Download PPT Photo 1  View Contact Details"
job description for the position of urgent requirement | seo executive i bangalore,"Hi All, Please find the Job Description below- 1. Handling all aspects of SEO(Search Engine Optimization- On Pageand Off PageSEO) , SMO (Social Media Optimization), should be able to work on, plan and execute SEO white-hat tactics and strategies 2. Suggesting on- site changes to make website more SEO compliant. 3. Keyword research, analysis & implementation into content and other aspects of website. 4. Review of Meta and content for respective pages, Keyword research, Competitor analysis, directory submission, Back Link analysis, Broken Link optimization, Header Tag Analysis, HTML Code Optimization, Image Optimization,SEO Friendly URL rewrite, Hyperlink Optimization. 5. Report Current performance and Google Analytical Report to management on a weekly and monthly basis 6. Handling blog conversations on different blogging sites. 7. Social bookmarking, Content creation and submission, Forum posting, Comment posting, Link wheel, link pyramid, RSS 8. Should be able to work and manage Guest Posting, One Way Link Building, Article Submissions, Blog Postings, Classified Postings, Social Bookmarking, Back Link Analysis & Research on Link building techniques 9. Experience in one way, two way & three way link exchange through mails, webmaster & submissions. Should have good database of webmasters for link exchange. 10. Should be able to do Local Search engine submission, Google Local Listing and updating page for Local Search. Office Address- Adglobal360 Bengaluru 91springboard, 4th Floor, Salarpuria Tower -1, No. 22, Industrial Layout, Landmark: Forum Mall, Hosur Road, Koramangala, Bengaluru, Chikku Lakshmaiah Layout, Adugodi, Bengaluru, Karnataka 560034 Salary:INR 1,75,000 - 3,00,000 P.A Industry: Advertising / PR / MR / Event Management Functional Area: Marketing , Advertising , MR , PR , Media Planning Role Category:Online/Digital Marketing Role:Search Engine Optimisation /SEO Specialist Keyskills SEO Search Engine Optimization Social Media Optimization SMO Link Building Keyword Research on page off page Sr. SEO Executive SEO Executive google analytics web analytics meta tag Desired Candidate Profile Please refer to the Job description above Education- UG: Any Graduate PG:Any Postgraduate, Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Any Specialization, Doctorate Not Required Company Profile: Adglobal360 India Private Limited AdGlobal360 India Pvt Ltd is India's Premier Digital Advertising Company serving more than 700 clients, from different parts of the world, in diverse business verticals like Financial Services, Real Estate, Retail, Education and others. We are a full service internet marketing company with expertise on all the disciplines, like, high-performing landing pages, Google business listing, running PPC campaigns, SEO, SMO, Email Marketing, Online Reputation Management etc. Download PPT Photo 1  View Contact Details"
job description for the position of oracle apex developer,"Minimum 5 to 8 years experience in ORACLE APEX Application Development. Extensive knowledge in SQL and PL/SQL. Hands-On experience with JavaScript, CSS, AJAX, jQuery, HTML. Knowledge in JSON/REST web services, JavaScript templates, node.js would be added advantage. Should have good experience in writing technical design documents and developing unit test cases/scripts. Good communication skills - written and spoken. Extensive knowledge in APEX internal packages and API like APEX_ITEM, APEX_COLLECTIONS, APEX_JAVASCRIPT. Extensive interaction with the user community - both in terms of requirement analysis/gathering and post implementation support. Experience with JIRA issue and bug tracker is a plus . Main Responsibility: U ser requirement documentations. Application development and troubleshooting in Oracle platform. System development using PL/SQL, SQL, APEX forms, and reports. Developing application test cases, Testing and recording the test cases. User training on the applications - Delivery of projects on time, budget, and quality. Salary:INR 7,00,000 - 11,00,000 P.A Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming & Design Role:Software Developer Keyskills Oracle Apex Developer Oracle Apex oracle application express sql apex application express pl Desired Candidate Profile Please refer to the Job description above Education- UG: B.Tech/B.E. - Computers PG:M.Tech - Any Specialization, Computers Company Profile: Pype Inc Pype Inc. (www.pype.io) is software product development company building innovative SaaS products for North American construction industry. Our corporate headquarters is based in Washington D.C. We are a rapidly growing and looking for an AngularJS Developer to be one of our first full-time group of engineers in India. We're looking for experienced and talented engineers to help build the platform that powers Pype's Cloud products. You will play a key role in building our innovative product pipeline. Using your deep understanding of modern web architectures and Cloud platforms, programming expertise and operational experience, you will help future-proof our established products and internal tooling, by designing, implementing and operating infrastructure components that are key to building successful SaaS products at Pype. Are you absolutely passionate about software engineering and development? Do you love learning about new technology and working in a collaborative environment? Are you enthusiastic about working in a high-growth environment with unlimited personal and professional potential? Does the sound of working for a small, agile company excite you? Are you willing to work hard? Do you have the inquisitive mind to explore, research and learn? Does being on the ground floor and assisting in building something substantial and of great importance to your company excite you? This position has tremendous growth opportunity for the right individual. The successful candidate will have the drive and ambition to do the hard work to build a world class and first of its kind SaaS products for construction industry. Are you entrepreneurial by yourself and have that itch that you can make significant contributions to our product development and a desire to expand your career, we want to hear from you. Download PPT Photo 1  View Contact Details"
job description for the position of analytics engineer openings based out in bangalore,"Demonstrated experience in R/Python, with at least 2 years experience using them for real-word data analysis Salary:INR 5,00,000 - 11,00,000 P.A Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming & Design Role:Software Developer Keyskills R Python analytics data science data analysis Desired Candidate Profile Please refer to the Job description above Company Profile: Target Target HR Download PPT Photo 1  View Contact Details"
job description for the position of creative art director social media,"Summary Raykroute is hiring a Creative Art Director for a Publicis Groupe company. The interactive agencyprovides services including web development, media planning and buying, technology and innovation, emerging media, analytics, mobile, advertising, creative, search & social media. The present role is based out of a social media hub set up by the agency at one of the largest clothing brands in the country. The person will be responsible for visual content creation that is compelling& share-worthy. Key responsibilities Owner of visual content for the respective brand/brands. Lead junior art director/directors This role requires developing visual content including micro-blogs, social media posts, blog posts, e-mailers, sales collaterals, infographics, website content and more. This person should be a passionate Social Media Specialist and a healthy social media presence would be appreciated Skilled at the art of designing compelling and share-worthy designs Should most definitely know GIF animation, basic video editing, after effects and or related software. Should be a pro at operating Photoshop and Illustrator (video editing software will be a bonus) Should have a knack to spot visual trends Salary:INR 6,00,000 - 7,50,000 P.A Industry: Advertising / PR / MR / Event Management Functional Area: Design , Creative , User Experience Role Category:Creative Role:Art Director/Senior Art Director Keyskills Photoshop Illustrator Art Design Social Media creative infographics video editing animation after effects photoshop illustrator Desired Candidate Profile CompetenciesFamiliarity with social media platforms & digital ecosystemDemonstrated ability to coordinate and manage multiple projects, social channels, and design stylesHigh level of attention to detailHunger to learn and delivering world-beating workGo-getter, ownership of projects & lightning speed executionStrong interpersonal and teamwork skills Company Profile: Raykroute for a Publicis Group Company Raykroute is a specialized hiring agency that focuses on sourcing apt candidates for digital roles. In the 4 months of existence, Raykroute has managed to assist both candidates and clients in aligning interests and needs. Raykroute is hiring a Creative Art Director for a Publicis Groupe company. The interactive agency provides services including web development, media planning and buying, technology and innovation, emerging media, analytics, mobile, advertising, creative, search & social media. Download PPT Photo 1  View Contact Details"
job description for the position of branch head >> bangalore>> leading pvt sector bank,"Opening at: Leading Private Sector Bank Designation: Branch Head - Sr. Manager Job Location: Across Bangalore Position Type: Permanent Package: Best in the Industry Job Profile: 1. Responsible for overall management of the branch operations/sales/ profitability and of the branch. 2. Along with the branch team which includes day to day activities of the branch like monitoring the processes followed in Cash, Clearing and Front desk activities of the branch bank. 3. Candidate needs to be fully conversant with Retail Branch Banking Procedures. 4. Ensuring uniformity in the process and service delivery. 5. Timely submission of MIS control and Compliance reports. Salary: Not Disclosed by Recruiter Industry: Banking / Financial Services / Broking Functional Area: Other Role:Other Keyskills Branch Banking Operations Marketing Customer Service Management Business Development Operational Head Retail Branch Banking Operations Management Customer Interaction Desired Candidate Profile Role / Responsibilities/Experience:Minimum 4 Years experience in Branch Banking Operations in Reputed Bank.Should be able to take responsibility at Branch Level.If this excites you do send us the following at email address mukeshagarwal@aspl.biz1. Your Updated CV in Word format2. Current Monthly Gross Salary3. Expected Salary4. Notice Period5. Internal HR Designation Company Profile: Amogh Software Solutions Pvt Ltd Leading Private Sector Bank Leading Banking/ BFSI Recruitment Firm Download PPT Photo 1  View Contact Details"
job description for the position of byod mobility,"Job Description: 1. Experience with MobileIron , Airwatch, Good, or Boxtone Enterprise MDM Solutions.Develops, approves and manages project artifacts, budget/estimation, and plans for complex projects. 2. Develops and executes deployment and installation of MDM server, MDM/BYOD infrastructure, software applications, and security. 3. Develops and implements project communication and status reporting. Participates in cross program project reviews and planning. Must have previous experience implementing and deploying MDM, BYOD, wireless network solutions Salary: Not Disclosed by Recruiter Industry: Recruitment / Staffing Functional Area: IT Software - Application Programming , Maintenance Role Category:System Design/Implementation/ERP/CRM Role:Outside Technical Consultant Keyskills Planning Wireless Networking Security Application Software Desired Candidate Profile  Education- UG: Any Graduate - Any Specialization Company Profile: Confidential Confidential Download PPT Photo 1  View Contact Details"
job description for the position of dietician bangalore gurgaon,"To gather personal, behavioral, medical and other relevant details of client (including food /drinking habits and dining preferences) prior to planning weight management programs. Plans & standardize Normal & Therapeutic diets to adequately meet the nutritional needs of patients. Provides Nutrition Education to members by formulating patient education material following recent dietary guidelines To have all body measurements recorded accurately by staff from time to time To Plan counseling session in advance to educate client on appropriate diets, menu planning and preparation of food to treat obesity in order to enhance and maintain optimum health. Monitor and review progress of client after each session and devise alternate plans Attend corporate camps & activities to execute nutrition related plans. Other related duties as the job requires.  Job Type - Full time Location - Sadashivnagar , Gurgaon Salary:INR 2,00,000 - 3,00,000 P.A. Best in Industry Industry: Medical / Healthcare / Hospitals Functional Area: Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology Role Category:Medical Professional Role:Dietician/Nutritionist Keyskills dietitian nutritionist diet planning dietician Healthcare and Hospitals Desired Candidate Profile Graduate or PG in nutrition managementSound medical skills to work independently in the centre.Pleasant and friendly personality with a desire to work in team.Ability and willingness to treat all the patients with the utmost kindness and consideration in all situations.Ability to work and handle pressure with multi-tasking skills. Education- UG: Any Graduate - Any Specialization PG:Post Graduation Not Required Company Profile: Wellspring Healthcare Pvt. Ltd. http://www.healthspring.in Download PPT Photo 1  View Contact Details"
job description for the position of sr associate,"Communication skills Should possess persuasive skills Should effectively schedule and facilitate interviews Source on job portals Strategically utilize job boards, networks, forums, blogs and research methods to source passive candidates Handle multiple requisitions Maintain high quality/maximum traction for hiring Innovate in sourcing strategies Create job descriptions Understand and extract information from job descriptions Employ the most appropriate recruitment channel to source candidates Schedule interviews Follow-up with the candidates Develop a pool of qualified candidates in advance of need Salary: Not Disclosed by Recruiter Industry: Recruitment / Staffing Functional Area: HR , Recruitment , Administration , IR Role Category:HR/ Recruitment / IR Role:Recruitment Executive Keyskills Hiring Recruitment Sourcing Desired Candidate Profile  Education- UG: Any Graduate - Any Specialization PG:Any Postgraduate Company Profile: Confidential Confidential Download PPT Photo 1  View Contact Details"
job description for the position of srjava developerserver side java programming,"Looking for a person who should be capable of programming the complex functionalities based on design OO concepts,Java programming so we need a solid hands on programmer with spring framework, sql/database programming and development in SOAP/REST API. Primary Skills : 3 - 5 years of experience in Server side JAVA programming, Multi-threaded programming. Excellent knowledge of OO concepts and design. Experience of Spring Framework, SQL/Database programming, ORM mapping, SOAP/REST API development Experience in network programming, windows & Linux environment Apply analytical, technical and programmatic skills to resolve application related issues Secondary Skills : IMS/VOIP knowledge is desirable. Knowledge of telecom domain is desirable. Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming & Design Role:Software Developer Keyskills Rest Java Spring Framework SOAP ORM SQL Database Linux VOIP IMS Network Programming Desired Candidate Profile  Education- UG: Any Graduate - Any Specialization PG:Any Postgraduate Company Profile: Confidential Confidential Download PPT Photo 1  View Contact Details"
job description for the position of ground staff walk in interviews,"We are conducting walk-in interviews for the position of Trainee Security Executive/Customer Service Salary: Not Disclosed by Recruiter Industry: Travel / Hotels / Restaurants / Airlines / Railways Functional Area: Travel , Tours , Ticketing , Airlines Role Category:Airline Role:Ground Staff Keyskills Customer Service Ground Staff Activities Desired Candidate Profile Please refer to the Job description above Company Profile: Bharat Recruitment US Based MNC Bharat Recruitment :- We Are Hiring Fresher And Experienced Candidates Download PPT Photo 1  View Contact Details"
job description for the position of sales manager,"WALK IN MEGA DRIVE INTERVIEW FOR SM IN TOP MNC LIFE INSURANCE COMPANY ON 12th and13th oct 16 TEAM HANDLING AND TEAM MANAGEMENT PROFILE $ DO THE BUSINESS DEVELOPMENT TO APPL CALL -9225566222 /EMAIL CV -bfsi1@aspireerp.com Salary:INR 2,00,000 - 3,50,000 P.A Industry: Insurance Functional Area: Sales , Retail , Business Development Role Category:Retail Sales Role:Sales Executive/Officer Keyskills Sales Management Business Development Team Management Team Handling Life Insurance Desired Candidate Profile Please refer to the Job description above Company Profile: Aspire ERP Systems AN MNC LIFE INSURANCE COMPANY CLIENT OF ASPIRE ERP SYSTEMS Download PPT Photo 1  View Contact Details"
job description for the position of associate software engineer dot net ui,"We have an 2 opening for Freshers. 1. Dot net Mandatory Skills: Asp.net, C#, HTTP protocol, Sql 2. UI Mandatory Skills: HTML, CSS, JavaScript & any OOP's concept Salary:INR 1,25,000 - 1,50,000 P.A Industry: IT-Software / Software Services Functional Area: IT Software - System Programming Role Category:Programming & Design Role:Software Developer Keyskills Dotnet Dot net Asp .Net Javascript Java Script HTML C# c#.net CSS Desired Candidate Profile Please refer to the Job description above Education- UG: Any Graduate - Any Specialization Doctorate:Doctorate Not Required Company Profile: HireCraft Software Pvt Ltd HireCraftÂ® is a proven Leader in the Software products for Talent Acquisition and Manpower Staffing Business. With demonstrated leadership with 11+ years of continuous growth, we have nurtured the art of people process practices. Download PPT Photo 1  View Contact Details"
job description for the position of infrastructure architect,"Applies Cloud subject matter knowledge to solve complex business issues and is regarded as a subject matter expert. Utilize consulting skills including questioning, listening, ideas development, personal rapport and subject matter familiarity to accomplish project tasks. Capable of consulting, designing, testing, implementing, managing capability requirements, and integrating of Cloud solutions into varied environments. Responsibilities: Responsible for client/account interactions as required . Responsible for producing part or all of the technical solution for the account/client, in accordance with an agreed technical design. Responsible to make sure that the project deliverable is completed accurately and on time. Responsible for escalating the issues, problems, risks, and constraints to the appropriate parties for clarification and resolution . Responsible for design and engineering of Cloud Based Infrastructure solutions based on AWS, AZURE and other private cloud offerings. Responsible for communication with the Lead Engineer and account/client. Responsible for the engineering of end to end solutions as required Responsible for keeping abreast of new/emerging technology Responsible for design, development, implementation using the Global Engineering specifications, methodology and practical application of ITIL practices and processes. Salary: Not Disclosed by Recruiter Industry: Recruitment / Staffing Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming & Design Role:Technical Architect Keyskills Technical Design Infrastructure Architect Design Engineering Design Development Subject Matter Expertise Desired Candidate Profile  Education- UG: Any Graduate - Any Specialization Doctorate:Doctorate Not Required Company Profile: Bob Technologies Bob Technologies Download PPT Photo 1  View Contact Details"
job description for the position of presales consultant,"Looking for RA/FM consultants in Bangalore for a reputed organisation. Details are mentioned below: Needs to have 8 - 10years of Revenue Assurance and Fraud Management in the Telecom Domain preferebly Experience in presales for product or services Strong communication and presentation skills Salary: Not Disclosed by Recruiter Industry: Recruitment / Staffing Functional Area: Sales , Retail , Business Development Role Category:Pre Sales Role:Pre Sales Consultant Keyskills Revenue Assurance Fraud Management Presales Consultant Desired Candidate Profile  Education- UG: Any Graduate - Any Specialization PG:Any Postgraduate Company Profile: Confidential Confidential Download PPT Photo 1  View Contact Details"
job description for the position of opening for ui developer bangalore chennai,"Dear Candidate, We are having huge openings for UI Developers with Velankani Communications !!! Below is the Job Description: 1)Strong Front end developer 2)Working experience with HTML + CSS / Backbone JS / Knockout JS / Angular JS / Can JS / OOJS / ExtJS / Node JS / Ember JS / Responsive Web Design 3)Java Script with good hands-on experience in Object Oriented JavaScript. Job Location: Bangalore/ Chennai Salary: Not Disclosed by Recruiter Industry: Telecom/ISP Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming & Design Role:Software Developer Keyskills UI dojo html html5 css css3 html4 css2 javascript Desired Candidate Profile  Education- UG: B.Tech/B.E. - Any Specialization PG:M.Tech - Any Specialization, MCA - Computers, Any Postgraduate Company Profile: Confidential Confidential Download PPT Photo 1  View Contact Details"
