user,jobdescription
job description for the position of sr graphic designer," Job description Responsibilities Requires strong problem solving skills and independent self-direction, coupled with an aptitude for team collaboration and open communication. Discuss and execute campaign strategies across online and offline channels Planning and estimating the time required to complete the design tasks with proper ETAs Thinking creatively to produce new ideas and concepts Demonstrating illustrative skills with rough sketches and working on layouts Working as part of a team with printers, copywriters, photographers, stylists, illustrators, other designers, account executives, web developers and marketing specialists. Required Skill Set Photoshop Illustrator Working Conditions Responsibilities sometimes require working evenings and weekends, sometimes with little advanced notice. Salary: Not Disclosed by Recruiter Industry: Internet / Ecommerce Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming  Design Role:Graphic/Web Designer Keyskills Photoshop Illustrator Graphic Designing Design Web Technologies Problem Solving Sr. Graphic Designer Desired Candidate Profile  Education- UG: Any Graduate - Any Specialization PG:Any Postgraduate Doctorate:Doctorate Not Required Company Profile: Stayzilla-Startup jobs Company Profile: Stayzilla was founded with a laser-sharp vision to become India's largest online marketplace for ""Stays"". Going beyond the realm of just hotels, we serve a well-balanced diet comprising of all manner of ""Stay"" options to our customers including lodges, homestays, guesthouses, etc. Stayzilla also aims to provide unprecedented reach to travelers - regardless of purpose of travel - by providing stays across the entire length and breadth of the country, including all sorts of options from ultra-low budget rooms to luxury stays. Currently, Stayzilla has more than 25000 options spread across more than 4000 towns. Download PPT Photo 1  View Contact Details"
job description for the position of manager sr manager wfm workkforce planning capacity planning," The ideal candidate will possess an analytic, statistical and optimization background to enable strategic workforce planning and strategic service initiatives planning. In this role you will experience a wide range of problem solving situations, strategic to real-time, requiring extensive use of data collection and analysis. Responsibilities: Responsible for 2-3 process capacity planning Forecast workload and people operational variables. Simulate and create best fit schedule based on volume profile. Monitoring metrics that is relevant to capacity planning. Responsible for managing periodical reporting of capacity performance Robust Capacity plan modelling for new units. Coordinate with internal functions for driving weekly capacity Providing recommendations for mitigating capacity risks through weekly engagement Team development and performance management Salary:INR 10,00,000 - 20,00,000 P.A Industry: BPO / Call Centre / ITES Functional Area: Analytics  Business Intelligence Role Category:Analytics  BI Role:Analytics Manager Keyskills Forecasting Workforce Planning Capacity Planning Desired Candidate Profile - Master's Degree or higher in a quantitative field (engineering, economics, mathematics) preferred.- Operational experience in a high volume call and/or technical support environment.- Previous Capacity Planning experience as well as business intelligence and analytics.- High level of dedication, enthusiasm, motivation, and persuasive ability in a team and cross-functional environment.- Excellent speaking-listening-writing skills, attention to details, proactive self-starter.- Demonstrated analytical skills.- Experience building complex models using various statistical tools for optimization and then communicating plans or risks accordingly.- 5years experience in analysis (Customer Service analysis or Operations analysis) required.- Proficiency with Microsoft Excel.- Demonstrated ability to meet tight deadlines and prioritize workloads.- Proven ability to develop new ideas and creative solutions. Education- UG: Any Graduate - Any Specialization Company Profile: Search Light Consultants The Company is a reputed MNC KPO  a client of Search Light The Company is a reputed MNC KPO with a presence across the country. Download PPT Photo 1  View Contact Details"
job description for the position of am fa bangalore to years," Greetings This is regarding a job opportunity with an US based firm Role Purpose:  To develop effective and robust internal financial control processes that safeguard all financial assets, identify potential financial liabilities and risks, and maintain the reliability of all financial reporting  Manage assigned areas of statutory accounting processes (including monthly close, accounts receivable, statutory  internal audits)  Manage day to day transactions relating to direct  indirect taxation for the company Principal Account abilities:  Maintenance of statutory books of accounts on the core accounting system compliant with Indian GAAP in compliance with all local and Corporate accounting requirements  Perform financial close process covering monthly and YTD activities  Present periodic financial statements through a process of Balance Sheet account  PL account review and reconciliation to identify and manage risks  Review the general ledger balance sheet accounts for the business and provide a schedule of risks to the Financial Controller for further action  Work with Corporate Procurement to participate in cost effectiveness drives by providing accurate spend reports by category and budget owners  Ensure completion of all tax returns and submissions on time  Track and manage ongoing direct  indirect tax assessments in co-ordination with the Global Tax team as well as local tax consultants  Manage internal  external audits  Work with insurance companies to ensure all insurance risks are suitably covered  Monitor statutory compliances in collaboration with Legal / Company Secretarial team  Establish and track Key Performance Indicators for self and team Minimum Education, Experience  Specialized Knowledge Required:  Qualified Chartered Accountant  4 -6 years of post-qualification experience managing day to day accounting processes under Indian GAAP. Practical knowledge of US GAAP will be an added advantage  Industry preference - IT / ITeS sector and in a multinational company environment If interested , Please revert with your updated CV to shruthirecruiseindia.com Salary:INR 7,00,000 - 11,00,000 P.A Industry: Accounting / Finance Functional Area: Accounts , Finance , Tax , Company Secretary , Audit Role Category:Accounts Role:Accounts Manager Keyskills Corporate Accounting Finance Auditing Indirect Taxation General Ledger Internal Audit Chartered Accountant Financial Reporting Accounts payable Accounts recievables Desired Candidate Profile Please refer to the Job description above Education- UG: Any Graduate - Any Specialization PG:CA Doctorate:Doctorate Not Required Company Profile: Recruise Leading US based firm Download PPT Photo 1  View Contact Details"
job description for the position of customer support or technical support," Hiring for MNC BPO, UK, US and Day shift 2 way cab. One day interview process... just 2 rounds of interview... SPOT OFFER... Process :  (Voice - Non Voice) Designation : Customer Support Executive , Sr.Customer support executive. Process : Banking and collections Customer Support , International Banking Process, Insurance , Accounts Process, Medical Billing Process, ISP Support, Technical support.(Telecom). Sal : Fresher sal 20K, Experience sal up to 4 L. Process Name : Technical Support Officer, Designation : Technical Support Executive Process : Technical Support , IT Help Desk, Trouble Shooting, Hardware and Networking Process, SME Process. Sal : Fresher sal 20K, Experience sal up to 4 L. Work Location : Bangalore Salary Package : up to 3.5Lpa. Cab Services : Free Pick  Drop Rounds of Interviews : HR Round / Manager Round Engaged in handling calls of Enterprise  different business units (Internal  External) Provide World Class Customer Service. End to Transaction of Reports. Need to maintain Accuracy in Reports. Ability to work effectively in a team environment. Pleasant, professional, and courteous personality. Excellent verbal and written communication skills. Strong administrative skills: organized, efficient and versatile. Strong customer service approach to dealing with people at all levels internal and external. Skills Rotational Shifts Graduates or Undergraduates fresher or with BPO Experience (0-10yrs) Immediate joiners. Cont : HR Swetha9035005000 Email -swethablackwhite.in. Salary:INR 2,00,000 - 4,00,000 P.A. Best in the industry  Incentives  NSA Industry: BPO / Call Centre / ITES Functional Area: ITES , BPO , KPO , LPO , Customer Service , Operations Role Category:Voice Role:Associate/Senior Associate -(Technical) Keyskills Call Centre call center bpo customer support executive customer service executive customer care executive call center bpo bpo call center technical support engineer technical support executive CSR CSE Bpo Non Voice Desired Candidate Profile Desired Candidate Profile Possess good analytical skills - detail oriented Possess good communication skills, both oral and written Have a good attitude - should be committed to the work Education- UG: Any Graduate - Any Specialization, Any Specialization, Any Specialization PG:Any Postgraduate, Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Any Specialization, Any Specialization, Doctorate Not Required Company Profile: Black and White Business Solutions Pvt Ltd Client of Black and white Busiess solutions Incorporated in 2006, Black  White Business Solutions Pvt Ltd has been the training and staffing industry""s leader and innovator, and today, has evolved as a premier provider of manpower for some of the fortune 500 companies for their junior/middle  executive talent management staffing needs. We work with our clients hand on hand to overcome the challenges they face in attracting / interviewing and retaining Junior / Middle  Top Management professionals, Black  White recruitment services range from executive, corporate governance, Top Management, ITES, IT and Non IT industries. Download PPT Photo 1  View Contact Details"
job description for the position of business development manager," Expertise in Embedded area. New Business Development. Client Retention. Business Development Planning. Management  Research. Research  build relationships with new clients. Meet potential clients by growing, maintaining,  leveraging your network. Salary:INR 4,50,000 - 6,00,000 P.A Industry: IT-Software / Software Services Functional Area: Sales , Retail , Business Development Role Category:Retail Sales Role:Sales/Business Development Manager Keyskills Business Development Management Cold Calling embedded bdm Business Development Desired Candidate Profile Networking, Persuasion, Prospecting, Public Speaking, Research, Writing, Closing Skills, Motivation for Sales, Prospecting Skills, Sales Planning, Identification of Customer Needs and Challenges, Territory Management, Market Knowledge. Company Profile: Xuburance Technologies Pvt Ltd Xuburance is a diversified organization providing product engineering, Recruitment  Staff Augmentation services and corporate training for various Industrial segments like Consumer electronics, Medical, Automotive and Aerospace domain etc. Download PPT Photo 1  View Contact Details"
job description for the position of technical recruiter," Graduate with 1 to 3 years of experience into US IT recruitment Handling End to End Recruitment process. Experience working with Infrastructure hiring Understanding the US staffing process Coordinating with panels Short listing resumes by evaluating the candidates technical skills based on the requirements. Keeping track of candidate for future references. Excellent in communication skill Salary: Not Disclosed by Recruiter Industry: Recruitment / Staffing Functional Area: HR , Recruitment , Administration , IR Role Category:HR/ Recruitment / IR Role:Recruitment Executive Keyskills US IT Recruitment Technical Recruitment US Staffing Shortlisting Hiring Recruitment Executive Recruitment Desired Candidate Profile  Education- UG: Any Graduate - Any Specialization PG:Any Postgraduate Company Profile: Confidential Confidential Download PPT Photo 1  View Contact Details"
job description for the position of datastage admin with production support," Datastage Admin with Production support Location: Bangalore Expereince:5- 7 years Joining:30 days JD DataStage - Design, maintenance, and technical support of required application database systems Lead problem resolution, database configuration, upgrade, capacity planning, and performance tuning projects Monitor and resolve day to day database operational issues Administer the technical design, testing, and implementation of all databases Ensure test procedures are defined, documented, and implemented for new databases Ensure backup procedures are defined, documented, and implemented for full database recoveries and coordinate as necessary with the DR team Perform problem determination and trouble-shooting of technical problems with the databases in collaboration with the application support teams Act as a liaison between vendor and user while achieving a timely resolution to problems Provide technical assistance to the user community and applications support staff Provide on-call (off-hour and weekend) support for the application databases Position requires the individual to carry a pager and be available on-call within a team rotation Prepare and present written reports and oral presentations, following research and evaluation Perform related duties as needed or assigned   Implement and maintain the database design   Create database objects (tables, indexes, etc.)   Write database procedures, functions and triggers   Assist developers with database activities   Tune database queries   Monitor application related jobs and data replication activities Perform root cause analysis functions; Utilize system monitoring tools as required. Salary:INR 3,25,000 - 5,00,000 P.A Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming  Design Role:Technical Architect Keyskills Application Support Production Support Liaison Technical Support Performance Tuning System Monitoring Technical Design Monitoring Tools Database Design Root Cause Analysis Desired Candidate Profile Please refer to the Job description above Company Profile: Collabera Technologies Pvt. Ltd. collabera Download PPT Photo 1  View Contact Details"
job description for the position of ip mpls engineerl with cgnat asr k," Job Description: Responsibilities:- - Strong hands-on experience in Installation, Configuration and troubleshooting of Cisco Routers and Switches. - Sufficient knowledge in IP/MPLS routing  switching concepts. - Good hands on experience in the field installation of networking equipment - Performs analysis and diagnosis of complex networking problems in area of IP Core and MPLS/VPN networks. - Preference will be given to those who have handled IP Networks in a Telecom / Cellular environment. Technical competency: - All Cisco high end product, i.e Cisco-ASR series,ASR 9K - Cisco Security Products PIX/ASA/Security Modules - AAA Server, DNS Server, NAT, PAT, HSRP, GLBP,IOS,GSRand CRS. - Protocols such as IGRP, EIGRP, RIP, OSPF, BGP, MPLS etc - Cisco VPN concentrators - Designing, Optimization, Implementation, QoS Factors and Maintenance. - Implementation of Cisco Works LMS 2.6 - Security / Firewalls (cisco, Juniper, CheckPoint, RadWare) - Good communication and articulation skills (Oral  Written) - Certifications: Any one of the following -CCNA, CCNP, CCIP, CCIE etc. Salary:INR 3,00,000 - 7,00,000 P.A. Negotiablle Industry: Telecom/ISP Functional Area: Other Role:Other Keyskills Networking Ccip CCNA OSPF Switching Ccie EIGRP CCNP Bgp GLBP asr 9k ios xr ios xe asr9k cg nat cgnat Desired Candidate Profile Please refer to the Job description above Education- UG: B.Tech/B.E. - Any Specialization PG:Post Graduation Not Required Doctorate:Doctorate Not Required Company Profile: Synophic Systems Inc Synophic Systems, an associate of SRA OSS Inc. SRA OSS (www.sraoss.com) is a wholly owned subsidiary of SRA Inc. (Japan), (www.sra.co.jp) a Japanese products and services company, that is a publicly held (JP 3817) software company listed in the Tokyo exchange. SRA OSS has been launched with the objective of focusing primarily on niche emerging technologies such as Wireless, Broadband and Advanced Networks, Digital Media  Entertainment, Infrastructure  Managed Services and Datacenter technologies. Our offices are located in US (CA, NY, CO), Japan, London, Netherlands, Singapore, China, and India. SRA is a ISO-9001 and CMM-Level-3 Certified Download PPT Photo 1  View Contact Details"
job description for the position of microsoft dynamics ax technical consultant," 1. 4 years of experience in X development. 2. Experience in working with the Microsoft Dynamics AX 7.0 platform, Azure and Life Cycle Services (LCS) is highly advantageous. 3. Experience in SSRS reporting, DIXF (Data Import Export framework) tool and workflows of AX will also be considered an asset. 4.Strong understanding of the functional areas of Dynamics AX Salary:INR 5,00,000 - 12,00,000 P.A Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming  Design Role:Technical Architect Keyskills Microsoft Dynamics AX Desired Candidate Profile Please refer to the Job description above Company Profile: TRUGlobal Software India Pvt Ltd TruGlobal With its global headquarters in California; TRUGlobal is a top IT services firm servicing clients across Fortune 500 Companies to Startups. Our talented team of Business Consultants and Technologists average over 15 years of industry-honed experience and have conducted many engagements worldwide. As the division between strategy, execution, and optimization become increasingly blurred, and knowledge becomes a key source of value for organizations in the new global economy, TRUGlobal's leadership team and consultants have combined historical data, industry best practices, and analytical models to continue the support of our clients as trusted partners. Our approach has continuously evolved and been refined to help organizations reduce project complexities and accelerate return on investments. TRUGlobal Expert advisors work with clients to deliver customized services and yield superior business outcomes in three primary domains: Strategic IT Outsourcing, Implementing Cloud  Transformative Technologies for Enterprise Solutions, and Incremental Staffing Services. Download PPT Photo 1  View Contact Details"
job description for the position of javascript developer," We are hiring javascript developer with 1 -4 years of development experience in Core Java, UI, JavaScript, OOJS. - Experience buliding highly visual interfaces working along side UI  Graphics side Design teams - Having worked on Angular.js / BackboneJS, UnderscoreJS, RequireJS / Node.JS - Strong knowledge and Experience in HTML, CSS is highly desirable. - Knowledge on javaFX Salary:INR 2,50,000 - 5,00,000 P.A Industry: IT-Software / Software Services Functional Area: IT Software - System Programming Role Category:Programming  Design Role:Software Developer Keyskills HTML CSS Javascript Core Java swin javaFX software development Design patterns Desired Candidate Profile Good working knowledge of Core Java and SwingsOracle Java certified candidates preferred Education- UG: B.Tech/B.E. - Any Specialization, Computers PG:Post Graduation Not Required, M.Tech - Any Specialization, Computers Company Profile: Tetcos TETCOS is a premium provider of network simulation software, since 2003, with an extensive and growing set of over 250 customers in over 15 countries. Download PPT Photo 1  View Contact Details"
job description for the position of hiring for customer service in top bpo call center call ," CANDIDATES PLEASE NOTE : CALLS HAVE TO BE MADE TO OUR DESIGNATED RECRUITMENT CONSULTANTS MENTIONED BELOW TO BOOK AN INTERVIEW SLOT IN OUR OFFICE. ANY REFERENCES WOULD BE HIGHLY APPRECIATED. DIRECT WALK-INS TO COMPANY LOCATION NOT ALLOWED / ONLINE SUBMISSION OF APPLICATION NOT ALLOWED. Mehek = 91 9986177339 Sanam = 91 9986209609 Pushpa = 91 9916196088 Merin = 91 9986200049 Mithun = 91 9916421199 Richa = 91 9916372288 Anjali = 91 9916455088 Meghana = 91 9620147666 Openings available: Process Name : HR Specialist / Seller Support Associate (Client servicing) / Transaction Risk Management Services (TRMS) / Risk Analyst Work Location : Bangalore Salary Package : 2.75 lakh - 4.5 lakh Cab Service : Both ways provided Rounds of Interviews : HR round / Aptitude Test / Versant Test / Manager round Graduate Qualifications : Any Graduates Post-Graduate Qualifications : MBA/M.Sc/MA Experience Needed : Candidates who are Fresher's / Recent graduates can apply. Experience in International BPO / Client Servicing / Customer Service / Technical Support / Marketing / Sales / KPO / ITES or any other relevant domain can apply. Process Name : Financial Analyst / Business Analyst / Tax Analyst / Audit  Assurance Work Location : Bangalore Salary Package : 3 lakh - 3.5 lakh (Freshers) / 3.5 Lakh - 7 Lakh (Experienced). Rounds of Interviews : Group Discussion / Aptitude Test / HR Round / Manager Round Graduate Qualifications : Commerce Graduates Post-Graduate Qualifications : Commerce Post-Graduates Experience Needed : Candidates who are Fresher's / Recent graduates can apply. Experience in International BPO / Client Servicing / Customer Service / Technical Support / Marketing / Sales / P2P / R2R / O2C / Taxation / Auditing or any other relevant domain can apply. Process Name : Technical Support / IT Helpdesk Work Location : Bangalore Salary Package : 3 lakh (Freshers) / 3 Lakh - 6 Lakh (Experienced) Cab Services : Provided both the ways. Rounds of Interviews : HR Round / Voice  Accent Round / Manager Round (Technical round) Graduate Qualifications : Any Graduates Post-Graduate Qualifications : Any Post Graduates Experienced Candidates : Candidates who are Fresher's / Recent graduates or Relevant Experience can apply. Experience in International BPO / Technical Support / IT Helpdesk / ITES or any other relevant domain can also apply. Process Name : Customer Service / Customer Support / Customer Care / KYC Analyst / Mortgage Process Work Location : Bangalore Salary Package : 3 lakh (Freshers) - 12 lakh (Experienced) Cab Service : Both ways provided Rounds of Interviews : HR round / Voice  Accent / Manager Round Graduate Qualifications : Any Graduates Post-Graduate Qualifications : Any Post-Graduates Experience Needed : Candidates who are Fresher's / Recent Graduates / Candidates with backlogs or relevant Experience can also apply. Experience in International BPO / Client Servicing / Customer Service / Technical Support / Marketing / Sales / KPO / ITES or any other relevant domain can apply. Process Name : International Non-Voice / Semi-Voice / Voice Profiles Work Location : Bangalore Salary Package : 2 lakh - 12 lakh Cab Service : Both ways provided Rounds of Interviews : HR round / Versant / Manager Round Graduate Qualifications : Any Graduates Post-Graduate Qualifications : Any Post-Graduates Experience Needed : Candidates who are Fresher's / Recent Graduates can apply. Experience in International BPO / Client Servicing / Customer Service / Technical Support / Marketing / Sales / KPO / ITES or any other relevant domain can apply. CANDIDATES PLEASE NOTE : CALLS HAVE TO BE MADE TO OUR DESIGNATED RECRUITMENT CONSULTANTS MENTIONED ABOVE TO BOOK AN INTERVIEW SLOT IN OUR OFFICE. ANY REFERENCES WOULD BE HIGHLY APPRECIATED. DIRECT WALK-INS TO COMPANY LOCATION NOT ALLOWED / ONLINE APPLICATION NOT ALLOWED. Desired Candidate Profile  Candidates who are Freshers/Recent graduates/Candidates with backlogs or relevant experience can apply Possess good analytical skills - detail oriented Possess good communication skills, both oral and written Be familiar with Microsoft applications and working knowledge of MS excel Have a good attitude - should be committed to the work Salary:INR 1,75,000 - 6,00,000 P.A. Salary hikes / Incentives given based on performance. Night shift allowances / Over-time allowances / Medical benefits / Food coupons also provided. Industry: BPO / Call Centre / ITES Functional Area: ITES , BPO , KPO , LPO , Customer Service , Operations Role Category:Voice Role:Associate/Senior Associate -(NonTechnical) Keyskills Call Center Call Centre BPO Fresher Graduate Undergraduate KYC Analyst KYC Process KYC International BPO BPO Voice International Voice Voice Process Inbound Process Outbound Process Customer Service E - Commerce Contact Center MNC Desired Candidate Profile  Candidates who are Freshers/Recent Graduates/Candidates with Backlogs or relevant experience can apply Possess good analytical skills - detail oriented Possess good communication skills, both oral and written Be familiar with Microsoft applications and working knowledge of MS Office Have a good attitude - should be committed to the work. Company Profile: Rivera Manpower Top MNC Companies in E-commerce / KPO / ITES / RPO / BPO  Big 4 Accounting Firm RIVERA MANPOWER Incorporated in 2011 has been the Recruitment and Staffing industry""s leader and innovator. The company has evolved as a premier provider of manpower for some of the top fortune 500 companies. Ranked in the Top 10 consultancies in Bangalore. Download PPT Photo 1  View Contact Details"
job description for the position of opening for hr executive sr hr executive," Fresher can also Apply SAP HR PAYROLL Software Processing,HR MIS, EPF, ESI, Bonus, Gratuity, Attendance, Leave, HR Statutory/Legal Compliance, TD, Appraisals, Joining-Induction-Exit Formalities. Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: HR , Recruitment , Administration , IR Role Category:HR/ Recruitment / IR Role:HR Executive Keyskills Payroll Software HR MIS Bonus Leave Gratuity Attendance Legal Compliance SAP HR ESI EPF Desired Candidate Profile Please refer to the Job description above Company Profile: Bharat Recruitment US Based MNC Bharat Recruitment :- We Are Hiring Fresher And Experienced Candidates Download PPT Photo 1  View Contact Details"
job description for the position of software sales executive years," Looking for Sales Executive with skills of presentation and demonstration of software products to customers. Ready to meet customers at their office in any cities of India. Must have smartphone  Laptop for demo. Cold Calling, Ongoing consultation Salary:INR 1,25,000 - 2,00,000 P.A. Incentives per sale, travel reimbursements. Industry: IT-Software / Software Services Functional Area: Sales , Retail , Business Development Role Category:Corporate Sales Role:Sales Executive/Officer Keyskills Software Sales Sales Executive Activities Written Communication Corporate Sales marketing enterprise sales sales selling sales  marketing business development Advertising demo Desired Candidate Profile 1-3 yrs of experience in selling software products. Strong verbal  written communication. must have Smartphone and Laptop. ready to meet customers at their office in any cities of India. prepare presentations  demonstrate our products to customer. Education- UG: Any Graduate, B.B.A / B.M.S PG:Any Postgraduate, MBA/PGDM Company Profile: Incisive Measures Software Private Limited Incisive Measures Software Private Limited is a fast growing software startup, providing cloud services and mobile applications for various businesses Download PPT Photo 1  View Contact Details"
job description for the position of talent acquisition analyst bangalore," Hi, This is regarding a position for This is regarding a position for Talent Acquisition Analyst with our direct client located in Bangalore. If you are interested in this opportunity, kindly respond ASAP with your updated resume and the details mentioned below. We will be glad to represent your resume to our client and help you in your job search. Job Title: Talent Acquisition Analyst Location: Bangalore  Walkin on Thursday 13th Oct 2016 2pm. Job Description: Responsibilities Looking for a great hands-on recruiter, who has the confidence  ability to front-end Talent Acquisition activities for one of the most exciting Technology Verticals - Design and implement overall recruiting strategies, by understanding job descriptions and job specifications well - Able to Perform job and task analysis to document job requirements and objectives - Invite online traffic by publishing jobs at various platforms - Source and attract candidates by using multiple databases, social media etc - Screen candidates resumes  shortlist them as per the requirements. - Assess applicants relevant knowledge, skills, soft skills, experience and aptitudes - Monitor and apply HR recruiting best practices - Provide analytical and well documented reports to the respective stakeholders - Act as a point of contact and build influential candidate relationships during the selection process - Promote companys reputation as best place to work Requirements: - Proven work experience as a recruiter for 2 to 4 years, in the entire recruitment life cycle - Solid ability to identify right candidates thru various recruitment methodologies - Hands on experience with various selection processes (phone interviewing, reference check etc) - Familiarity with various HR databases, applicant tracking systems and CMS - Excellent communication and interpersonal skills - Strong decision making skills Please respond with the following details: Current Salary: Expected Salary: Best time to call: Contact Number: Preferred Locations: Notice Period: If you are not comfortable or interested in this job opening, please feel free to forward this to others, whom you know may be a great fit for this position or you can simply ignore this e-mail. If you prefer to not be contacted by VARITE India for any future opportunities, kindly respond by writing Remove in the subject line. Please feel free to contact me anytime to discuss further on this opportunity and I look forward to assisting you in finding your next assignment. About VARITE VARITE is a global staffing and IT consulting company providing technical consulting and team augmentation services to Fortune 1000 Companies in USA, CANADA and INDIA. VARITE is currently a primary and direct vendors to the leading corporations in the verticals of Networking, Cloud Infrastructure, Hardware and Software, Digital Marketing and Media Solutions, Clinical Diagnostics, Utilities, Gaming and Entertainment, and Financial Services. Salary:INR 2,00,000 - 3,25,000 P.A Industry: Recruitment / Staffing Functional Area: HR , Recruitment , Administration , IR Role Category:HR/ Recruitment / IR Role:Recruitment Executive Keyskills recruitment staffing hiring talent acquisition it recruiter hr executive technical recruiter recruitment executive communication recruiting sourcing hr hr generalist Desired Candidate Profile Please refer to the Job description above Education- UG: Any Graduate - Any Specialization Company Profile: Varite India Pvt. Ltd. TOP MNCs About VARITE VARITE is a global staffing and IT consulting company providing technical consulting and team augmentation services to Fortune 1000 Companies in USA, CANADA and INDIA. VARITE is currently a primary and direct vendors to the leading corporations in the verticals of Networking, Cloud Infrastructure, Hardware and Software, Digital Marketing and Media Solutions, Clinical Diagnostics, Utilities, Gaming and Entertainment, and Financial Services. Download PPT Photo 1  View Contact Details"
job description for the position of paginator b mps ltd bangalore," 3B2 Paginator Exp-6 months-4 Yrs Vacancy-5 Contact-Nupur nupur.badi-mps.com Call: (91)(080)41784242 / 4137 Salary: Not Disclosed by Recruiter Industry: Publishing Functional Area: ITES , BPO , KPO , LPO , Customer Service , Operations Role Category:Back Office/Web/Transaction Processing Role:Associate/Senior Associate -(Technical) Keyskills journals publishing indesign prototype covers 3b2 pagination macros tex qc Technical Editing technnical xml workflow printing quark compositing photoshop coraldraw paginator books typesetting layout template designing design Desired Candidate Profile Kindly call to schedule your interview Interview Date-12-13th Oct MPS Limited  137 HMG Ambassadors, Residency Road, Bangalore-25 Call: (91)(080)41784242 / 4137 Land Mark: Opp Bangalore Club,above Huzafia Decor Showroom Education- UG: Any Graduate - Any Specialization PG:Post Graduation Not Required Company Profile: MPS Ltd. MPS Ltd is a global leader of quality publishing solutions. Started in India-1971. One of the biggest global suppliers of publishing services to a wide international client base. Listed on -BSE  NSE. Globally spread-Europe, North America  India. Download PPT Photo 1  View Contact Details"
job description for the position of material engineer road project," Material Engineer : Location : Ranibennur, Karnataka Qualifications and Experiences: Minimum Graduate in Civil Engineering from a recognized University. Post Graduate Degree in Geotechnical Engineering / Foundation Engineering / Soil Mechanics is preferable. With total Professional Experience of 20 years in Roads  highways Projects. Out of which at least 12 years as Senior Quality/ Material Expert or in similar capacity in Construction Supervision consultancy works or Independent Engineer Works of major highway projects (including 3 BOT Projects). Experience as Senior Quality/ Material Expert or in similar capacity in handling of at least 2 similar highway projects. He should have exposure quality assurance programs in highway projects using modern technology. The candidate should have at least three years of experience in flexible pavement and bituminous mix designs. The candidate must be familiar with properties of road construction materials, technical specifications and procedures of material tests and testing equipment and should have past experience in working on road projects running on expansive soils. Experience as a Senior Quality/ Material Expert in PPP project and working experience in External aided project is preferred. The Project experience less than one year in any project will not be considered in determining the experience in number of projects. If interested send the CV at vasanthi.nairictonline.com (or) jobsictonline.com Salary: Not Disclosed by Recruiter Industry: Construction / Engineering / Cement / Metals Functional Area: Site Engineering , Project Management Role Category:Site Engineering Role:Civil Engineer-Highway/Roadway Keyskills Material Engineer BOT Quality Material Expert PPP Desired Candidate Profile Please refer to the Job description above Education- UG: B.Tech/B.E. - Civil Company Profile: Intercontinental Consultants and Technocrats Pvt Ltd Intercontinental Consultants and Technocrats Pvt. Ltd (ICT), an ISO-9001:2008 Certified Company, is a leading international Consulting Organisation specialised in Highways, Structures, Airports, Urban and Regional Infrastructure Development, Water Supply, Water Resources Development and Management, Traffic and Transportation, Ports, Institutional Strengthening and Capacity Building, and Socio-Economic and Environmental Impact Assessment. Download PPT Photo 1  View Contact Details"
job description for the position of design engineer solidworks," SolidWorks: 1. Experience of minimum 1 year in ""Sheet Metal""Design in Solidworks. 2. Preferably should have worked in AutoCAD 2D 3D for minimum of 6 months. 3. Should have knowledge in modeling, assembly, detailing and Fixture design ( sheet metal) 4. Preparing and maintaining a Digital Product and Component Library 5. Reviewing  approving all prototype samples before being released for client review or production use. Shift Timings: US/UK Rotational Shifts (Mon-Fri) Salary:INR 1,00,000 - 2,50,000 P.A Industry: KPO / Research / Analytics Functional Area: Engineering Design , RD Role Category:Engineering Design Role:Design Engineer Keyskills AutoCAD 2D Fixture Design Solid Works Sheet Metal Detailing Drafting 3D Assembly Modeling Production Desired Candidate Profile Please refer to the Job description above Education- UG: B.Tech/B.E. - Any Specialization, Mechanical Company Profile: Flatworld Solutions We are a leading provider of outsourcing solutions to global customers since 1999. Our company has registered offices in the US and UK, and are strategically positioned in offering total outsourcing solutions. At Flatworld, business is about people. People with big dreams and big visions, people with a passion to make their dreams come real. We started up with a bunch of people like that and have grown spectacularly because of the zest and passion of those handpicked few. We know they're few and far between. But we're ready to go that extra mile to find people like these. People who don't just ""fit the job description"" but s-t-r-e-t-c-h the limits. Our work culture encourages creativity and openness. We provide a stimulating environment with team-building activities and regular interaction with leading multinational clients from across the globe. If you think you fit the ""Flatworld job description"" as detailed above, email us your resume. Download PPT Photo 1  View Contact Details"
job description for the position of program manager," ""Job Description Dear Candidate Greetings from Bob Tech Solution We have an urgent requirement for the post of program Manager with one of our MNC Client in Bangalore Exp:8years Location:Bangalore NP:Immediate Interview : Monday to Friday Industry:E-Coomerce JD: Dotnet is mandatory Salary: Not Disclosed by Recruiter Industry: Recruitment / Staffing Functional Area: IT Software - Application Programming , Maintenance Role Category:Senior Management Role:Program Manager Keyskills Program Management Desired Candidate Profile  Education- UG: Any Graduate - Any Specialization PG:Any Postgraduate Doctorate:Doctorate Not Required Company Profile: Bob Technologies Bob Technologies Download PPT Photo 1  View Contact Details"
